id,agent,type,type_string,fixed_component,per_tenant_component,multi_tenant_rate,discount_after,mandatory,includes_vat,notes,url_source,unknown
1039,389,30,Tenancy Renewal,120.0,0.0,0.0,0,0,0,,,0
1048,381,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
1068,295,2,Reference Check,0.0,75.0,0.0,0,1,1,,,0
1056,618,30,Tenancy Renewal,225.0,0.0,0.0,0,0,0,,,0
1367,981,142,Student Admin Fee,0.0,90.0,0.0,0,0,1,,,0
1368,981,7,Guarantor Check,0.0,75.0,0.0,0,0,1,,,0
1370,981,11,Tenancy Amendment,66.0,0.0,0.0,0,0,1,,,0
1015,361,92,Admin Fee,0.0,200.0,150.0,2,1,,,,0
1264,831,92,Admin Fee,0.0,150.0,100.0,2,1,,,,0
1309,841,92,Admin Fee,0.0,200.0,50.0,0,1,1,,,0
1409,184,92,Admin Fee,210.0,0.0,0.0,0,1,1,,,0
1316,796,92,Admin Fee,0.0,135.0,0.0,0,1,,,,0
1051,619,2,Reference Check,0.0,90.0,0.0,0,1,,,,0
1210,881,70,Check Out,180.0,0.0,0.0,0,0,,180-352,,1
1079,416,5,Deposit Protection,50.0,0.0,0.0,0,0,,Re-protetction Deposit fees @ £50.00 each time re-protetced during tenancy period,,0
2854,2168,92,Admin Fee,186.0,54.0,0.0,0,1,,Fixed rate varies according to rental value,,0
1400,158,15,Tenancy Agreement,264.0,0.0,0.0,0,1,1,,,0
1087,325,11,Tenancy Amendment,85.0,0.0,0.0,0,0,,"This will be charged to the party requesting the amendment, although if agreed by both parties the cost may be shared.",,0
1434,194,70,Check Out,150.0,0.0,0.0,0,0,1,,,0
1336,944,60,Change of Occupancy,240.0,60.0,0.0,0,0,1,"Additional occupant fees - £60 (per tenant's reference), £240 (amendments to a contract)",,0
854,621,70,Check Out,174.0,0.0,0.0,0,0,1,£144 to £204 depending on property size,,0
1099,413,7,Guarantor Check,0.0,135.0,0.0,0,0,1,,,0
937,330,70,Check Out,132.0,0.0,0.0,0,0,,"£108 for a one bed, £132 for a 2 bed",,0
1110,309,5,Deposit Protection,40.0,0.0,0.0,0,1,0,,,0
1078,416,6,Inventory Report,150.0,0.0,0.0,0,1,,,,0
1273,799,70,Check Out,60.0,0.0,0.0,0,0,1,,,0
1371,981,12,Ongoing Reference,0.0,30.0,0.0,0,0,1,,,0
1117,612,39,Check In,150.0,0.0,0.0,0,1,0,150-250 depending on size,,0
1102,413,12,Ongoing Reference,0.0,35.0,0.0,0,0,1,,,0
1401,158,2,Reference Check,0.0,66.0,0.0,0,1,1,,,0
1119,612,12,Ongoing Reference,0.0,30.0,0.0,0,0,0,,,0
1431,194,7,Guarantor Check,0.0,90.0,0.0,0,0,1,,,0
1130,386,12,Ongoing Reference,36.0,0.0,0.0,0,0,1,,,0
1432,194,11,Tenancy Amendment,390.0,0.0,0.0,0,0,1,,,0
1134,392,11,Tenancy Amendment,300.0,0.0,0.0,0,0,,,,0
1138,292,60,Change of Occupancy,0.0,150.0,50.0,1,0,1,,,0
1284,829,12,Ongoing Reference,0.0,35.0,0.0,0,0,1,,,0
1105,355,15,Tenancy Agreement,180.0,0.0,0.0,0,1,1,,,0
1144,297,12,Ongoing Reference,0.0,24.0,0.0,0,0,1,,,0
1100,413,60,Change of Occupancy,135.0,50.0,0.0,0,0,1,£135 administration fee for a new tenancy agreement £50-£75for each new or additional tenant,,0
1109,309,15,Tenancy Agreement,195.0,0.0,0.0,0,1,0,,,0
1085,325,2,Reference Check,0.0,60.0,0.0,0,1,,,,0
1090,401,2,Reference Check,0.0,120.0,0.0,0,1,0,,,0
1095,368,30,Tenancy Renewal,90.0,0.0,0.0,0,0,,,,0
1104,355,2,Reference Check,0.0,48.0,0.0,0,1,1,,,0
1108,309,2,Reference Check,0.0,75.0,0.0,0,1,0,,,0
1116,612,2,Reference Check,0.0,50.0,0.0,0,1,0,,,0
1124,602,30,Tenancy Renewal,180.0,0.0,0.0,0,0,0,,,0
1126,591,81,No Fees,0.0,0.0,0.0,0,0,,Checked several properties - explicitly say no fees.,,0
1081,407,92,Admin Fee,120.0,0.0,0.0,0,1,1,,,0
1094,368,2,Reference Check,0.0,60.0,0.0,0,1,,,,0
1082,407,30,Tenancy Renewal,75.0,0.0,0.0,0,0,1,,,0
1122,602,2,Reference Check,0.0,72.0,0.0,0,1,0,,,0
1096,368,60,Change of Occupancy,0.0,360.0,0.0,0,0,,180 at renewal,,0
1101,413,30,Tenancy Renewal,135.0,0.0,0.0,0,0,1,,,0
1106,355,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
1402,158,6,Inventory Report,120.0,0.0,0.0,0,0,1,120-180,,0
1131,386,60,Change of Occupancy,432.0,0.0,0.0,0,0,1,,,0
1086,325,39,Check In,130.0,0.0,0.0,0,1,,130-180 depending on size.,,0
1372,981,70,Check Out,0.0,0.0,0.0,0,1,1,0 for first visit - £40 is agent visits and has to return another time.,,0
1113,610,60,Change of Occupancy,210.0,0.0,0.0,0,0,1,,,0
1118,612,60,Change of Occupancy,0.0,175.0,0.0,0,0,0,,,0
1671,358,92,Admin Fee,411.75,0.0,0.0,0,1,0,one weeks rent + vat,,0
1128,386,30,Tenancy Renewal,114.0,0.0,0.0,0,0,1,,,0
1133,392,30,Tenancy Renewal,150.0,0.0,0.0,0,0,,,,0
1421,168,30,Tenancy Renewal,0.0,0.0,0.0,0,0,1,,,0
1139,292,30,Tenancy Renewal,150.0,0.0,0.0,0,0,1,,,0
1143,297,60,Change of Occupancy,0.0,144.0,0.0,0,0,1,,,0
1672,358,2,Reference Check,0.0,42.0,0.0,0,0,0,,,0
1673,358,7,Guarantor Check,0.0,42.0,0.0,0,0,0,,,0
1433,194,30,Tenancy Renewal,150.0,0.0,0.0,0,0,1,,,0
1728,1772,7,Guarantor Check,165.0,0.0,0.0,0,0,1,,,0
1149,429,11,Tenancy Amendment,80.0,0.0,0.0,0,0,1,,,0
1286,790,7,Guarantor Check,0.0,75.0,0.0,0,0,1,,,0
1151,370,39,Check In,163.2,0.0,0.0,0,1,1,163.20 - 249.60 - depending on size,,0
1405,158,60,Change of Occupancy,0.0,390.0,0.0,0,0,1,,,0
1287,790,10,Permitted Occupier,0.0,50.0,0.0,0,0,1,,,0
1288,790,11,Tenancy Amendment,50.0,0.0,0.0,0,0,1,,,0
1155,434,2,Reference Check,0.0,75.0,0.0,0,1,1,,,0
1154,370,12,Ongoing Reference,0.0,30.0,0.0,0,0,1,,,0
1208,886,12,Ongoing Reference,0.0,36.0,0.0,0,0,1,,,0
1674,298,126,Adminstration and Reference Fee,360.0,0.0,0.0,0,1,1,,,0
1157,435,12,Ongoing Reference,0.0,30.0,0.0,0,0,1,,,0
1182,891,7,Guarantor Check,0.0,95.0,0.0,0,0,0,,,0
1285,790,92,Admin Fee,0.0,200.0,50.0,1,1,1,,,0
1177,872,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
1178,872,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
1162,360,2,Reference Check,0.0,120.0,0.0,0,1,,,,0
1194,902,15,Tenancy Agreement,0.0,50.0,0.0,0,1,1,,,0
1163,360,15,Tenancy Agreement,240.0,0.0,0.0,0,1,,,,0
1171,399,130,New Occupier Reference,0.0,0.0,0.0,0,0,1,,,0
1205,886,39,Check In,130.0,0.0,0.0,0,1,1,,,0
1191,902,39,Check In,108.0,0.0,0.0,0,1,1,108-240 depending on size of property.,,0
1212,895,7,Guarantor Check,0.0,20.0,0.0,0,0,0,,,0
1164,360,30,Tenancy Renewal,90.0,0.0,0.0,0,0,,,,0
1165,360,60,Change of Occupancy,0.0,420.0,0.0,0,0,,,,0
1186,889,2,Reference Check,0.0,23.4,0.0,0,1,1,,,0
1190,902,2,Reference Check,0.0,75.0,0.0,0,1,1,,,0
1196,892,2,Reference Check,0.0,30.0,0.0,0,1,1,Student with Guarantor and Fast-Track references are charged at £60.00 inc VAT and international credit reports can cost up to £75.00 inc VAT,,0
1732,1772,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
1204,886,2,Reference Check,0.0,30.0,0.0,0,1,1,,,0
1185,876,6,Inventory Report,0.0,0.0,0.0,0,0,1,Variable on property size.,,1
1153,370,30,Tenancy Renewal,180.0,0.0,0.0,0,0,1,,,0
1158,435,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
1289,790,30,Tenancy Renewal,50.0,0.0,0.0,0,0,1,,,0
1169,399,30,Tenancy Renewal,75.0,0.0,0.0,0,0,1,,,0
1065,327,30,Tenancy Renewal,150.0,0.0,0.0,0,0,,,,0
1373,972,92,Admin Fee,0.0,300.0,120.0,2,1,1,,,0
1450,283,81,No Fees,0.0,0.0,0.0,0,1,,,,0
1152,370,60,Change of Occupancy,0.0,354.0,0.0,0,0,1,,,0
1189,889,6,Inventory Report,102.0,0.0,0.0,0,1,1,102-210 - depending on size of property.,,0
1160,435,5,Deposit Protection,24.0,0.0,0.0,0,1,1,,,0
2857,3191,291,Referencing,0.0,260.0,0.0,0,1,1,,,0
1066,327,60,Change of Occupancy,100.0,50.0,0.0,0,0,,£100 administration fee for a new tenancy agreement £50 for each new or additional tenant,,0
1339,936,60,Change of Occupancy,0.0,120.0,0.0,0,0,1,,,0
1188,889,60,Change of Occupancy,120.0,0.0,0.0,0,0,1,,,0
1174,905,30,Tenancy Renewal,195.0,0.0,0.0,0,0,0,,,0
1179,872,30,Tenancy Renewal,96.0,0.0,0.0,0,0,1,,,0
1338,936,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
1192,902,30,Tenancy Renewal,200.0,0.0,0.0,0,0,1,,,0
1206,886,30,Tenancy Renewal,72.0,0.0,0.0,0,0,1,,,0
1374,972,60,Change of Occupancy,0.0,300.0,120.0,2,0,1,,,0
2858,3191,212,Guarantor fee,0.0,95.0,0.0,0,0,1,,,0
1207,886,60,Change of Occupancy,120.0,0.0,0.0,0,0,1,,,0
1170,399,60,Change of Occupancy,250.0,75.0,0.0,0,0,1,"Change of Sharer fee: £250 inclusive of VAT to include the administration costs, deed of assignment and registration of the deposit. New occupier reference fee: £75 inclusive of VAT for reference",,0
1193,902,2,Credit Check,0.0,25.0,0.0,0,1,1,,,0
1216,880,11,Tenancy Amendment,90.0,0.0,0.0,0,0,1,,,0
1223,868,42,Professional Cleaning,120.0,0.0,0.0,0,0,1,120-252 (depending on size),,0
1375,972,7,Guarantor Check,0.0,72.0,0.0,0,0,1,,,0
1219,880,12,Ongoing Reference,0.0,30.0,0.0,0,0,1,,,0
1290,790,12,Ongoing Reference,0.0,25.0,0.0,0,0,1,,,0
1236,900,12,Ongoing Reference,0.0,25.0,0.0,0,0,0,,,0
1677,393,60,Change of Occupancy,0.0,600.0,0.0,0,0,,,,0
1265,826,92,Admin Fee,100.0,150.0,0.0,0,1,,,,0
1675,393,126,Adminstration and Reference Fee,487.5,0.0,0.0,0,1,,"one weeks rent + VAT (capped at £1,080)",,0
2956,3399,92,Admin Fee,75.0,0.0,0.0,0,1,,,,0
1225,898,6,Inventory Report,100.0,0.0,0.0,0,1,0,100 upwards - depending on property.,,0
1341,992,39,Check In,150.0,0.0,0.0,0,1,1,,,0
654,638,92,Admin Fee,180.0,0.0,0.0,0,1,1,,,0
681,375,92,Admin Fee,0.0,300.0,120.0,2,1,1,"This includes the cost of preparing the Tenancy Agreement, obtaining references and the check-in.",,0
1217,880,30,Tenancy Renewal,72.0,0.0,0.0,0,0,1,,,0
1237,900,30,Tenancy Renewal,80.0,0.0,0.0,0,0,0,,,0
1376,972,30,Tenancy Renewal,159.6,0.0,0.0,0,0,1,,,0
2859,3191,30,Tenancy Renewal,0.0,80.0,0.0,0,0,1,,,0
1215,880,15,Tenancy Agreement,180.0,0.0,0.0,0,1,1,,,0
1233,885,15,Tenancy Agreement,100.0,0.0,0.0,0,1,1,,,0
1243,875,5,Deposit Protection,25.0,0.0,0.0,0,1,0,,,0
1318,945,92,Admin Fee,100.0,0.0,0.0,0,1,,,,0
661,655,92,Admin Fee,180.0,0.0,0.0,0,1,1,,,0
1384,956,92,Admin Fee,150.0,200.0,0.0,0,1,1,Contract fee + Per Person fee,,0
1321,953,92,Admin Fee,150.0,0.0,0.0,0,1,0,,,0
1385,955,92,Admin Fee,300.0,0.0,0.0,0,1,,,,0
1214,880,2,Reference Check,0.0,45.0,0.0,0,1,1,,,0
1221,868,2,Reference Check,0.0,30.0,0.0,0,1,1,,,0
1678,393,458,Tenancy Addition or Replacement,0.0,600.0,0.0,0,0,,,,0
1455,230,92,Admin Fee,180.0,0.0,0.0,0,1,1,,,0
1461,251,92,Admin Fee,0.0,150.0,0.0,0,1,,,,0
1497,285,92,Admin Fee,0.0,180.0,0.0,0,1,1,,,0
500,634,92,Admin Fee,0.0,295.0,95.0,1,1,1,This is for 1 applicant,,0
1503,257,92,Admin Fee,0.0,90.0,0.0,0,1,,Minimum Charge of 180 (180 for 1 - 180 for 2),,0
1508,254,92,Admin Fee,0.0,100.0,0.0,0,1,1,,,0
1511,252,92,Admin Fee,0.0,180.0,0.0,0,1,1,,,0
1230,884,30,Tenancy Renewal,125.0,0.0,0.0,0,0,1,,,0
1222,868,70,Check Out,118.8,0.0,0.0,0,0,1,118.80 - 142.80 - depending on size,,0
2957,3399,2,Reference Check,0.0,95.0,0.0,0,1,,,,0
2958,3399,152,Guarantor Agreement,35.0,0.0,0.0,0,0,,,,0
3005,3657,2,Reference Check,0.0,130.0,100.0,-2,1,,25% off for existing tenants.,,0
3006,3657,343,Additional Tenant,0.0,70.0,0.0,0,0,,,,0
3007,3657,7,Guarantor Check,50.0,0.0,0.0,0,0,,,,0
3008,3657,30,Tenancy Renewal,50.0,0.0,0.0,0,0,,,,0
3020,3662,2,Reference Check,0.0,30.0,0.0,0,1,,Not specified if this is per property or per tenant.,,0
1516,440,92,Admin Fee,0.0,342.0,120.0,1,1,1,,,0
687,293,92,Admin Fee,360.0,0.0,0.0,0,1,1,,,0
1489,156,92,Admin Fee,270.0,0.0,0.0,0,1,1,,,0
1446,174,92,Admin Fee,0.0,120.0,0.0,0,1,1,Reference/Admin,,0
1480,160,15,Tenancy Agreement,275.0,0.0,0.0,0,1,1,,,0
1398,249,92,Admin Fee,350.0,0.0,0.0,0,1,1,,,0
1340,992,92,Admin Fee,330.0,0.0,0.0,0,1,1,,,0
1218,880,6,Inventory Report,120.0,0.0,0.0,0,1,1,120-225 depending on size of property.,,0
1242,875,15,Tenancy Agreement,80.0,0.0,0.0,0,1,0,,,0
2860,3191,350,Inventory Check In,0.0,50.0,0.0,0,1,1,,,0
2861,3191,417,Inventory check-out,0.0,90.0,0.0,0,0,1,,,0
1727,1772,92,Admin Fee,0.0,330.0,60.0,1,1,1,,,0
1228,884,7,Guarantor Check,0.0,75.0,0.0,0,0,1,,,0
1229,884,60,Change of Occupancy,300.0,0.0,0.0,0,0,1,,,0
1231,884,12,Ongoing Reference,0.0,24.0,0.0,0,0,1,,,0
2862,2135,201,Agency Fee ,0.0,175.0,0.0,0,1,,,,0
321,1122,30,Tenancy Renewal,50.0,0.0,0.0,0,0,1,,,0
1275,820,92,Admin Fee,225.0,0.0,0.0,0,1,0,,,0
418,913,30,Tenancy Renewal,180.0,0.0,0.0,0,0,0,,,0
1987,101,92,Admin Fee,0.0,50.0,0.0,0,1,,,,0
151,128,30,Tenancy Renewal,114.0,0.0,0.0,0,0,1,,,0
1391,991,92,Admin Fee,0.0,360.0,60.0,1,1,1,,,0
165,132,30,Tenancy Renewal,72.0,0.0,0.0,0,0,,,,0
140,70,30,Tenancy Renewal,125.0,0.0,0.0,0,0,,,,0
427,917,30,Tenancy Renewal,300.0,0.0,0.0,0,0,1,,,0
269,88,30,Tenancy Renewal,200.0,0.0,0.0,0,0,,,,0
698,660,92,Admin Fee,0.0,237.5,75.0,2,1,1,475 for 2 and under,,0
324,1048,30,Tenancy Renewal,108.0,0.0,0.0,0,0,1,"60 for 2,3,4 year - 36 for subsequent years",,0
1016,376,92,Admin Fee,300.0,0.0,0.0,0,1,1,,,0
330,1126,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
335,1127,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,For fixed; £30 for periodic tenancy,,0
378,520,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,"90 if terms unchanged, 150 if terms have changed more",,0
1257,804,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
1386,941,92,Admin Fee,230.0,0.0,0.0,0,1,1,,,0
946,594,92,Admin Fee,0.0,180.0,0.0,0,1,1,360 for up to 2 - 180 after.,,0
1420,168,92,Admin Fee,0.0,144.0,144.0,1,1,1,288 for up to 2 - so 288 for 1.,,0
466,930,30,Tenancy Renewal,150.0,0.0,0.0,0,0,1,,,0
367,534,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
446,922,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
451,923,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
455,1294,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
462,924,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
204,137,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
472,932,30,Tenancy Renewal,100.0,0.0,0.0,0,0,0,,,0
738,645,30,Tenancy Renewal,96.0,0.0,0.0,0,0,1,,,0
482,789,30,Tenancy Renewal,90.0,0.0,0.0,0,0,,£120 for periodic tenancy,,0
713,677,92,Admin Fee,348.75,0.0,0.0,0,1,0,*One week's rent plus vat- on Ealing average of £348.75,,0
1366,981,92,Admin Fee,0.0,175.0,0.0,0,1,1,,,0
1313,841,30,Tenancy Renewal,75.0,0.0,0.0,0,0,1,,,0
1988,101,2,Reference Check,0.0,75.0,0.0,0,1,,,,0
1416,274,30,Tenancy Renewal,150.0,0.0,0.0,0,0,0,,,0
1004,616,30,Tenancy Renewal,100.0,0.0,0.0,0,0,0,,,0
1989,101,39,Check In,72.0,0.0,0.0,0,1,,Minimum of 72 (may sometimes instead be a checkout charge),,0
839,337,92,Admin Fee,200.0,0.0,0.0,0,1,0,Includes first tenant's reference,,0
1329,961,92,Admin Fee,390.0,0.0,90.0,2,1,1,"Using Lambeth rent One Week Plus (min 360) Vat Up To 2 People, Additional Applicants £90 Inclusive Of Vat.",,0
869,412,92,Admin Fee,0.0,240.0,0.0,0,1,1,Includes referencing,,0
1270,799,92,Admin Fee,0.0,180.0,0.0,0,1,1,,,0
972,865,92,Admin Fee,0.0,100.0,0.0,0,1,0,Or 10 day's rent in Didsbury branch properties,,0
1330,921,92,Admin Fee,0.0,250.0,0.0,0,1,,Booking Fee / Deposit,,0
1279,829,92,Admin Fee,0.0,250.0,0.0,0,1,1,£500 for up to 2 (so 500 for 1).,,0
1331,944,92,Admin Fee,240.0,0.0,0.0,0,1,1,,,0
277,133,30,Tenancy Renewal,50.0,0.0,0.0,0,0,1,,,0
910,333,92,Admin Fee,0.0,150.0,0.0,0,1,1,Includes referencing,,0
1430,194,92,Admin Fee,0.0,270.0,90.0,2,1,1,,,0
135,70,92,Admin Fee,0.0,50.0,0.0,0,1,,,,0
719,674,92,Admin Fee,0.0,285.0,39.0,1,1,1,,,0
230,147,92,Admin Fee,0.0,50.0,0.0,0,1,,,,0
236,79,92,Admin Fee,600.0,0.0,0.0,0,1,1,,,0
733,645,92,Admin Fee,0.0,150.0,0.0,0,1,1,,,0
810,378,92,Admin Fee,0.0,75.0,0.0,0,1,0,,,0
983,1000,92,Admin Fee,0.0,125.0,75.0,1,1,0,,,0
412,908,30,Tenancy Renewal,150.0,0.0,0.0,0,0,1,,,0
975,855,92,Admin Fee,398.4,0.0,0.0,0,1,1,398.4 for 2 (249.60 for 2) - 3 - 510.00 .,,0
710,628,92,Admin Fee,0.0,180.0,60.0,1,1,1,"""We reserve the right to increase these amounts at our discretion. If these amounts are increased you will be informed at the point of offer acceptance and before any request of funds""",,0
503,639,92,Admin Fee,180.0,0.0,0.0,0,1,,"for 1 bed property - 200 for 2 bed, 300 for 3 bed. Etc.",,0
1091,401,92,Admin Fee,200.0,0.0,0.0,0,1,0,,,0
188,112,92,Admin Fee,380.0,0.0,0.0,0,1,,,,0
199,136,92,Admin Fee,250.0,0.0,0.0,0,1,1,,,0
206,287,92,Admin Fee,150.0,0.0,0.0,0,1,1,,,0
239,80,92,Admin Fee,200.0,0.0,0.0,0,1,1,,,0
248,98,92,Admin Fee,420.0,0.0,0.0,0,1,,,,0
306,119,92,Admin Fee,210.0,0.0,0.0,0,1,1,,,0
315,1124,92,Admin Fee,0.0,210.0,0.0,0,1,1,,,0
286,91,92,Admin Fee,0.0,180.0,0.0,0,1,,,,0
328,1126,92,Admin Fee,0.0,240.0,0.0,0,1,1,,,0
333,1127,92,Admin Fee,0.0,220.0,0.0,0,1,1,,,0
336,1128,92,Admin Fee,0.0,216.0,0.0,0,1,1,,,0
459,924,92,Admin Fee,180.0,0.0,0.0,0,1,1,,,0
355,71,92,Admin Fee,0.0,50.0,0.0,0,1,,,,0
134,70,2,Reference Check,0.0,75.0,0.0,0,1,,,,0
190,103,2,Reference Check,0.0,75.0,0.0,0,1,0,,,0
200,136,2,Reference Check,0.0,50.0,0.0,0,1,1,,,0
237,80,2,Reference Check,0.0,75.0,0.0,0,1,1,,,0
231,147,2,Reference Check,0.0,75.0,0.0,0,1,,,,0
331,1052,2,Reference Check,0.0,210.0,0.0,0,1,1,,,0
3060,3401,10,Permitted Occupier,60.0,0.0,0.0,0,0,1,,,0
356,71,2,Reference Check,0.0,75.0,0.0,0,1,,,,0
385,625,2,Reference Check,0.0,120.0,0.0,0,1,1,,,0
402,148,2,Reference Check,0.0,120.0,0.0,0,1,1,,,0
444,922,2,Reference Check,0.0,30.0,0.0,0,1,1,,,0
448,923,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
460,924,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
465,930,2,Reference Check,0.0,45.0,0.0,0,1,1,,,0
469,932,2,Reference Check,0.0,80.0,0.0,0,1,0,,,0
485,1008,2,Reference Check,0.0,144.0,0.0,0,1,,,,0
365,534,92,Admin Fee,0.0,180.0,0.0,0,1,1,,,0
527,666,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
534,1144,2,Reference Check,0.0,75.0,0.0,0,1,1,,,0
545,1172,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
560,1139,2,Reference Check,0.0,120.0,0.0,0,1,,,,0
578,1143,2,Reference Check,0.0,90.0,0.0,0,1,1,,,0
616,1169,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
622,1168,2,Reference Check,0.0,0.0,0.0,0,0,0,Included in admin fee,,0
177,93,15,Tenancy Agreement,50.0,0.0,0.0,0,1,1,,,0
257,664,2,Reference Check,0.0,45.0,0.0,0,1,1,For all tenants over 18,,0
261,104,92,Admin Fee,500.0,0.0,0.0,0,1,1,,,0
3097,3651,92,Admin Fee,210.0,120.0,0.0,0,1,1,,,0
292,127,2,Reference Check,0.0,114.0,0.0,0,1,1,,,0
490,1013,2,Reference Check,0.0,80.0,0.0,0,1,1,,,0
326,1050,92,Admin Fee,0.0,195.0,0.0,0,1,1,,,0
241,124,92,Admin Fee,0.0,230.0,0.0,0,1,0,,,0
253,99,92,Admin Fee,0.0,330.0,78.0,1,1,1,,,0
293,127,92,Admin Fee,276.0,0.0,0.0,0,1,1,,,0
282,129,92,Admin Fee,300.0,0.0,0.0,0,1,1,*One Weeks Rent (using council average).,,0
275,133,92,Admin Fee,240.0,0.0,0.0,0,1,1,,,0
276,133,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
298,94,92,Admin Fee,0.0,250.0,150.0,1,1,1,,,0
944,428,12,Ongoing Reference,30.0,0.0,0.0,0,0,0,,,0
265,107,6,Inventory Report,120.0,0.0,0.0,0,1,1,,,0
245,97,92,Admin Fee,0.0,150.0,0.0,0,1,1,*£300 for two and under tenants - so £300 for 1.,,0
266,88,92,Admin Fee,0.0,225.0,50.0,2,1,,£450.00 for up to two tenants - so 450 for 1 also,,0
270,88,12,Ongoing Reference,0.0,40.0,0.0,0,0,,,,0
361,117,92,Admin Fee,0.0,114.0,30.0,1,1,1,,,0
178,93,39,Check In,75.0,0.0,0.0,0,1,1,,,0
201,137,92,Admin Fee,210.0,0.0,0.0,0,1,1,,,0
211,140,92,Admin Fee,0.0,240.0,120.0,1,1,1,,,0
202,137,2,Reference Check,0.0,37.2,0.0,0,1,1,,,0
407,908,2,Reference Check,0.0,96.0,0.0,0,1,1,,,0
758,647,2,Reference Check,0.0,65.0,0.0,0,1,0,,,0
255,635,92,Admin Fee,0.0,90.0,0.0,0,1,0,,,0
395,629,92,Admin Fee,300.0,60.0,0.0,0,1,1,,,0
505,672,2,Reference Check,0.0,75.0,0.0,0,1,,,,0
345,1129,92,Admin Fee,0.0,240.0,0.0,0,1,1,,,0
318,1055,92,Admin Fee,0.0,210.0,0.0,0,1,0,,,0
322,1048,92,Admin Fee,0.0,225.0,0.0,0,1,1,,,0
627,663,2,Reference Check,0.0,45.0,0.0,0,1,1,,,0
789,339,2,Reference Check,0.0,144.0,0.0,0,1,,,,0
811,378,2,Reference Check,0.0,50.0,0.0,0,1,0,,,0
824,331,2,Reference Check,0.0,175.0,0.0,0,1,1,,,0
1232,885,2,Reference Check,0.0,150.0,0.0,0,1,1,,,0
2863,2135,5,Deposit Protection,30.0,0.0,0.0,0,1,,,,0
883,315,2,Reference Check,0.0,48.0,0.0,0,1,1,,,0
1292,862,7,Guarantor Check,0.0,100.0,0.0,0,0,1,,,0
1423,267,2,Reference Fee,0.0,35.0,0.0,0,1,1,,,0
1343,968,2,Reference Check,0.0,78.0,0.0,0,1,1,,,0
1345,968,11,Tenancy Amendment,42.0,0.0,0.0,0,0,1,,,0
1453,161,39,Check In,100.0,0.0,0.0,0,0,,and upwards - depending on property,,0
1469,240,60,Change of Occupancy,150.0,0.0,0.0,0,0,0,,,0
1407,186,2,Reference Check,0.0,54.0,0.0,0,1,1,,,0
1428,286,30,Tenancy Renewal,150.0,0.0,0.0,0,0,0,,,0
2864,2135,30,Tenancy Renewal,50.0,0.0,0.0,0,0,,,,0
1502,195,60,Change of Occupancy,234.0,48.0,0.0,0,0,,,,0
1436,222,2,Reference Check,0.0,31.2,0.0,0,1,1,,,0
1435,222,15,Tenancy Agreement,120.0,0.0,0.0,0,1,1,,,0
1438,222,6,Inventory Report,120.0,0.0,0.0,0,0,1,,,0
1440,162,2,Reference Check,0.0,40.0,0.0,0,1,,,,0
1684,393,30,Tenancy Renewal,240.0,0.0,0.0,0,0,,,,0
1465,240,15,Tenancy Agreement,150.0,0.0,0.0,0,1,0,,,0
2865,2135,6,Inventory Report,100.0,0.0,0.0,0,1,,For 2-bed. Varies by size,,0
1476,192,15,Tenancy Agreement,180.0,0.0,0.0,0,1,1,,,0
1460,193,39,Check In,120.0,0.0,0.0,0,1,1,and upwards depending on size,,0
1466,240,2,Reference Check,0.0,50.0,0.0,0,1,0,,,0
1467,240,12,Ongoing Reference,0.0,50.0,0.0,0,0,0,,,0
1475,192,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
1485,239,2,Reference Check,0.0,50.0,0.0,0,1,0,,,0
1486,239,7,Guarantor Check,0.0,100.0,0.0,0,0,0,,,0
1484,239,15,Tenancy Agreement,100.0,0.0,0.0,0,1,0,,,0
1495,173,2,Reference Check,0.0,40.0,0.0,0,1,1,,,0
1422,267,15,Tenancy Agreement,200.0,0.0,0.0,0,1,1,,,0
1478,192,148,Deed of Assignment,150.0,0.0,0.0,0,0,1,,,0
294,127,30,Tenancy Renewal,132.0,0.0,0.0,0,0,1,,,0
