id,agent,type,type_string,fixed_component,per_tenant_component,multi_tenant_rate,discount_after,mandatory,includes_vat,notes,url_source,unknown
3014,3659,7,Guarantor Check,30.0,0.0,0.0,0,0,1,"First guarantor check free, subsequent checks as above.",,0
3015,3659,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
3016,3659,232,End of Tenancy Referencing Fee,18.0,0.0,0.0,0,0,1,,,0
3025,3663,7,Guarantor Check,30.0,0.0,0.0,0,0,,,,0
3026,3663,30,Tenancy Renewal,30.0,0.0,0.0,0,0,,,,0
3029,2632,92,Admin Fee,0.0,0.0,0.0,0,1,1,INCLUDED IN ALL PRICES,,0
3030,2632,2,Reference Check,120.0,1.0,0.0,0,1,1,THIS IS PER PERSON,,0
3031,2632,70,Check Out,0.0,0.0,0.0,0,1,1,,,0
3032,2632,7,Guarantor Check,120.0,0.0,0.0,0,0,1,,,0
3033,2632,423,Company Referencing,300.0,0.0,0.0,0,0,1,,,0
3037,3382,92,Admin Fee,75.0,0.0,0.0,0,1,,Does not specify per property or tenant,,0
3039,3380,278,Missed Appointment/Inspection,36.0,0.0,0.0,0,0,1,,,0
3038,3380,71,Reminder Letter,24.0,0.0,0.0,0,0,1,,,0
3046,3393,278,Missed Appointment/Inspection,25.0,0.0,0.0,0,0,1,,,0
3047,3393,425,Lost keys,50.0,0.0,0.0,0,0,1,,,0
3024,3663,228,Tenant application fee,210.0,0.0,0.0,0,1,,For joint tenancy. Single tenant £180,,0
2002,95,15,Tenancy Agreement,250.0,0.0,0.0,0,1,1,,,0
2003,95,2,Reference Check,0.0,96.0,0.0,0,1,1,,,0
2004,95,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
2005,95,60,Change of Occupancy,180.0,0.0,0.0,0,0,1,,,0
2007,95,70,Check Out,120.0,0.0,0.0,0,0,1,120-180 depending on number of bedrooms.,,0
1390,969,92,Admin Fee,480.0,0.0,0.0,0,1,1,1.5 rent or £480  - whichever is greater,,1
2029,1486,92,Admin Fee,0.0,150.0,0.0,0,1,0,,,0
1911,2045,15,Tenancy Agreement,400.0,0.0,150.0,2,1,1,400 For first two tenants,,0
2008,467,2,Reference Check,0.0,75.0,0.0,0,1,,75-175 seen on rightmove,,0
2035,211,92,Admin Fee,210.0,0.0,0.0,0,1,1,,,0
2036,211,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
2037,211,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
2038,211,39,Check In,114.0,0.0,0.0,0,1,1,Inventory -114 - 288 (depending on size),,0
2039,211,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
2040,211,60,Change of Occupancy,0.0,300.0,0.0,0,0,1,,,0
2042,354,7,Guarantor Check,0.0,154.8,0.0,0,0,,,,0
2043,354,60,Change of Occupancy,300.0,154.0,0.0,0,0,,,,0
2044,354,30,Tenancy Renewal,180.0,0.0,0.0,0,0,,,,0
2046,326,92,Admin Fee,0.0,256.0,45.0,2,1,1,,,0
2047,326,7,Guarantor Check,0.0,26.0,0.0,0,0,1,,,0
2048,326,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
2049,326,11,Tenancy Amendment,120.0,0.0,0.0,0,0,1,,,0
2050,326,60,Change of Occupancy,60.0,0.0,0.0,0,0,1,,,0
2053,332,30,Tenancy Renewal,180.0,0.0,0.0,0,0,1,,,0
2054,332,13,Contract Copy,150.0,0.0,0.0,0,0,1,,,0
2055,332,12,Ongoing Reference,0.0,35.0,0.0,0,0,1,,,0
2056,305,92,Admin Fee,0.0,120.0,0.0,0,1,1,"240 for up to two tenants (240 for 1, 240 for 2)",,0
2057,305,7,Guarantor Check,0.0,120.0,0.0,0,0,1,,,0
2058,305,11,Tenancy Amendment,60.0,0.0,0.0,0,0,1,,,0
2060,384,92,Admin Fee,180.0,0.0,0.0,0,1,1,,,0
2061,384,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
2062,384,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
2063,384,60,Change of Occupancy,0.0,180.0,0.0,0,0,1,,,0
2066,301,7,Guarantor Check,0.0,50.0,0.0,0,0,1,,,0
2067,301,39,Check In,0.0,0.0,0.0,0,0,1,,,1
2068,437,92,Admin Fee,0.0,200.0,0.0,0,1,1,,,0
2069,437,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
2070,437,11,Tenancy Amendment,100.0,0.0,0.0,0,0,1,,,0
2071,437,30,Tenancy Renewal,100.0,0.0,0.0,0,0,1,,,0
2072,437,60,Change of Occupancy,0.0,200.0,0.0,0,0,1,,,0
2080,329,92,Admin Fee,150.0,0.0,0.0,0,1,0,,,0
2081,329,2,Reference Check,0.0,50.0,0.0,0,1,0,,,0
2082,2052,92,Admin Fee,0.0,250.0,150.0,2,1,0,,,0
2869,3133,297,Agency Administration Fee,366.6,0.0,0.0,0,1,1,"60% of 1 month's rent, based on local average",,0
2881,3133,142,Student Admin Fee,0.0,118.8,0.0,0,0,1,,,0
2086,2052,178,Late Rental Payment,12.5,0.0,0.0,0,0,0,,,0
2085,2052,118,Additional copies of tenancy,30.0,0.0,0.0,0,0,0,,,0
2087,2052,7,Guarantor Check,0.0,50.0,0.0,0,0,0,,,0
2088,2052,36,Company Reference,0.0,299.0,0.0,0,0,0,,,0
2089,2052,137,Express Move In,0.0,100.0,0.0,0,0,0,3 day,,0
2090,2052,137,Express Move In,0.0,70.0,0.0,0,0,0,5 day,,0
2092,2052,195,Changeover (ingoing tenant),0.0,160.0,0.0,0,0,0,,,0
2093,2052,196,Changeover (outgoing tenant),0.0,200.0,0.0,0,0,0,,,0
2094,2053,92,Admin Fee,250.0,0.0,150.0,2,1,,under £1999,,0
2095,2053,7,Guarantor Check,0.0,50.0,0.0,0,0,,,,0
2096,2053,92,Admin Fee,400.0,0.0,150.0,2,0,,over £2000,,0
2097,2058,92,Admin Fee,0.0,204.0,300.0,1,1,,,,0
2098,2058,197,HMO Admin Fee,0.0,144.0,0.0,0,1,,,,0
2099,2058,30,Tenancy Renewal,0.0,100.0,0.0,0,1,,,,0
2882,3133,12,Ongoing Reference,0.0,30.0,0.0,0,0,1,,,0
2921,688,30,Tenancy Renewal,48.0,0.0,0.0,0,0,1,,,0
2968,3375,2,Reference Check,0.0,60.0,0.0,0,1,1,,,0
2105,1764,92,Admin Fee,0.0,350.0,175.0,2,1,0,,,0
2084,2052,30,Tenancy Renewal,0.0,70.0,0.0,0,0,0,,,0
2102,1766,30,Tenancy Renewal,0.0,72.5,0.0,0,0,,,,0
2103,1766,44,Early Termination,0.0,300.0,0.0,0,0,,and find suitable replacement tenant,,0
2969,3375,92,Admin Fee,0.0,40.0,0.0,0,1,1,,,0
2988,3401,2,Reference Check,195.0,0.0,0.0,0,1,1,For up to 2 tenants.,,0
2074,294,2,Reference Check,0.0,72.0,0.0,0,1,1,,,0
2075,294,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
2076,362,15,Tenancy Agreement,350.0,0.0,0.0,0,1,,,,0
2077,362,2,Reference Check,0.0,50.0,0.0,0,1,,,,0
2078,362,7,Guarantor Check,0.0,50.0,0.0,0,0,,,,0
2079,362,30,Tenancy Renewal,125.0,0.0,0.0,0,0,,,,0
2051,332,92,Admin Fee,0.0,300.0,50.0,1,1,1,,,0
2065,301,92,Admin Fee,0.0,350.0,50.0,1,1,1,,,0
2052,332,7,Guarantor Check,0.0,50.0,0.0,0,0,1,,,0
2032,261,15,Tenancy Agreement,175.0,0.0,0.0,0,1,1,,,0
2033,261,2,Reference Check,0.0,120.0,0.0,0,1,1,,,0
2034,261,7,Guarantor Check,0.0,100.0,0.0,0,0,1,,,0
2108,1764,7,Guarantor Check,0.0,50.0,0.0,0,0,0,,,0
2109,1764,11,Tenancy Amendment,95.0,0.0,0.0,0,0,0,,,0
2165,1095,201,Agency Fee ,258.0,120.0,0.0,0,1,1,,,0
2922,683,92,Admin Fee,600.0,0.0,120.0,2,1,1,£420 for single tenant,,0
2167,1095,166,Guarantor fee (per guarantor),0.0,120.0,0.0,0,0,1,If guarantor necessary,,0
2168,1095,30,Tenancy Renewal,114.0,0.0,0.0,0,0,1,,,0
2115,1764,30,Tenancy Renewal,0.0,95.0,0.0,0,0,0,,,0
2117,1764,44,Early Termination,0.0,821.0,0.0,0,0,0,2 weeks average rent,,0
2083,2052,142,Student Admin Fee,0.0,150.0,0.0,0,0,0,,,0
2106,1764,76,Pet Deposit,300.0,0.0,0.0,0,0,0,additional deposit,,0
2107,1764,10,Permitted Occupier,0.0,175.0,0.0,0,0,0,,,0
2923,683,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
2119,471,140,Renewal Fee,100.0,0.0,0.0,0,1,1,,,0
2120,471,44,Early Termination,60.0,0.0,0.0,0,0,1,,,0
2121,471,198,Abandoned Check Out,60.0,0.0,0.0,0,0,1,,,0
2122,471,199,Mortgage/Landlord References,150.0,0.0,0.0,0,0,1,,,0
2123,471,199,Mortgage/Landlord References,150.0,0.0,0.0,0,0,1,,,0
2124,471,91,Arrangement Fee,25.0,0.0,0.0,0,0,1,"If we need to arrange for any work at the end of the tenancy because of damage to the property caused by you, we will charge you an arrangement fee of 10% of the cost of the work. This is subject to a minimum charge.",,0
2125,471,7,Guarantor Check,0.0,95.0,0.0,0,0,1,,,0
2126,471,200,Overpayment of Rent,30.0,0.0,0.0,0,0,1,,,0
2128,1101,201,Agency Fee ,0.0,180.0,0.0,0,1,1,,,0
2130,1101,39,Check In,0.0,60.0,0.0,0,1,1,,,0
2883,3093,405,Room Only Admin Fee,0.0,150.0,0.0,0,0,0,,,0
2132,2092,130,New Occupier Reference,0.0,75.0,0.0,0,1,1,,,0
2116,1764,70,Check Out,0.0,95.0,0.0,0,0,0,,,0
2129,1101,70,Check Out,0.0,30.0,0.0,0,1,1,,,0
2139,2094,126,Adminstration and Reference Fee,0.0,150.0,0.0,0,1,1,,,0
2924,683,70,Check Out,90.0,0.0,0.0,0,1,1,Minimum,,0
2134,2093,2,Reference Check,0.0,120.0,0.0,0,1,0,,,0
2970,3393,2,Reference Check,0.0,100.0,0.0,0,1,1,,,0
2971,3393,7,Guarantor Check,0.0,100.0,0.0,0,0,1,"Free for first guarantor, If first guarantor fails checks then charges above apply for the second guarantor.",,0
2176,848,92,Admin Fee,0.0,225.0,75.0,1,1,1,,,0
2146,2096,171,Check out (2 bed or more),120.0,0.0,0.0,0,1,,Unfurnished Two Bed Flat,,0
2118,471,92,Admin Fee,0.0,250.0,100.0,1,1,1,,,0
2148,2100,15,Tenancy Agreement,0.0,0.0,0.0,0,1,1,,,0
2149,2100,30,Tenancy Renewal,0.0,0.0,0.0,0,0,1,,,0
2150,1081,201,Agency Fee ,0.0,132.0,0.0,0,1,,,,0
2151,1081,203,"Preparation of Inventory, Statement of Condition & Photographs per property",84.0,0.0,0.0,0,1,,,,0
2133,2092,70,Check Out,0.0,0.0,0.0,0,0,1,Apparently will be made clear on commencement of tenancy,,1
2153,1081,30,Tenancy Renewal,0.0,36.0,0.0,0,0,,To a max of £108,,0
2156,1081,206,End of Tenancy Reference,0.0,21.0,0.0,0,0,,,,0
2157,1081,207,Change of Occupancy (leaving tenant),0.0,300.0,0.0,0,0,,,,0
2158,1081,208,Change of Occupancy (remaining co-tenants),0.0,36.0,0.0,0,0,,,,0
2159,1081,209,Change of Occupancy (new tenant),0.0,204.0,0.0,0,0,,,,0
2155,1081,205,Immigration check fee,0.0,12.0,0.0,0,0,,Presumably mandatory if foreign national - once a year at least,,0
2141,2094,171,Check out (2 bed or more),112.5,0.0,0.0,0,0,1,On Checkout,,0
2161,1086,210,Agency Fee,0.0,204.0,0.0,0,1,1,"If sole tenant, £222",,0
2163,1086,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2135,2093,15,Tenancy Agreement,60.0,0.0,0.0,0,1,0,,,0
2138,2093,30,Tenancy Renewal,72.0,0.0,0.0,0,0,0,,,0
2169,1101,30,Tenancy Renewal,0.0,60.0,0.0,0,0,1,,,0
2170,1104,201,Agency Fee ,0.0,169.0,0.0,0,1,1,£130pp if student ,,0
2171,1104,15,Tenancy Agreement,118.8,0.0,0.0,0,1,1,"Says ""shared with landlord"" but unclear if this is full amount or just tenant's part",,0
2172,1104,30,Tenancy Renewal,58.8,0.0,0.0,0,0,1,,,0
2142,2097,92,Admin Fee,0.0,150.0,0.0,0,1,,,,0
2174,837,92,Admin Fee,0.0,200.0,0.0,0,1,,,,0
2175,837,211,padshare,200.0,0.0,0.0,0,0,,,,0
2144,2096,92,Administration Charges,0.0,150.0,0.0,0,1,,,,0
2131,2092,92,Administration Charges,240.0,0.0,0.0,0,1,1,,,0
2140,2094,2,Referencing Fee,0.0,48.0,0.0,0,1,1,,,0
2145,2096,2,Referencing Fee,0.0,60.0,0.0,0,1,,,,0
2152,1081,5,TDS Registration,36.0,0.0,0.0,0,1,,,,0
2173,1104,60,Change of Tenancy,180.0,0.0,0.0,0,0,1,,,0
2143,2097,70,Check Out,180.0,0.0,0.0,0,0,,,,0
2127,2090,126,Adminstration and Reference Fee,0.0,175.0,0.0,0,1,,,,0
2177,1108,201,Agency Fee ,0.0,180.0,0.0,0,1,1,,,0
2178,1108,30,Tenancy Renewal,0.0,60.0,0.0,0,0,1,,,0
2234,1061,11,Tenancy amendment ,0.0,150.0,0.0,0,0,,,,0
2180,1107,201,Agency Fee ,0.0,192.0,0.0,0,1,1,,,0
2181,1107,120,Check In and Check Out,105.0,0.0,0.0,0,1,1,Dependant on property size - £105 is average. Studio = £78. 1 bedroom = £96. 2 bedroom = £114. 3 bedroom+ = £132.,,0
2182,1107,11,Tenancy Amendment,60.0,0.0,0.0,0,0,1,,,0
2183,1107,44,Early Termination,180.0,0.0,0.0,0,0,1,+ £192 agency fee for incoming tenant,,0
2184,1107,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2185,1046,201,Agency Fee ,0.0,140.0,0.0,0,1,,Unclear if this is general or student rate,,0
2186,1125,201,Agency Fee ,0.0,210.0,0.0,0,1,1,,,0
2198,1087,6,Inventory Fee ,0.0,0.0,0.0,0,1,1,,,1
2189,1125,30,Tenancy Renewal,210.0,0.0,0.0,0,0,1,,,0
2190,1117,201,Agency Fee ,120.0,0.0,0.0,3,1,1,"£120 for one-two people, £180 for three or more. ",,0
2192,1117,44,Early Termination,180.0,0.0,0.0,0,0,1,,,0
2193,1117,30,Tenancy Renewal,120.0,0.0,0.0,3,0,1,"£120 for one-two people, £180 for three or more (same as agency fee)",,0
2194,1087,201,Agency Fee ,0.0,210.0,0.0,0,1,1,Students = £180pp. Room let only = £120pp. Family (1 adult+children = £360. Family (2 adults+children) = £540.,,0
2195,1087,23,Contract Fee,0.0,48.0,0.0,0,1,1,,,0
2199,1111,201,Agency Fee ,0.0,90.0,0.0,0,1,1,,,0
2843,3094,297,Agency Administration Fee,305.5,0.0,0.0,0,1,0,Half a month's rent + VAT; minimum of £300,,0
2201,1111,30,Tenancy Renewal,0.0,48.0,0.0,0,0,1,,,0
2202,1111,213,Tenancy Renewal (with change of tenant),0.0,96.0,0.0,0,0,1,,,0
2925,689,92,Admin Fee,400.0,0.0,50.0,2,1,1,,,0
2204,1074,201,Agency Fee ,0.0,198.0,0.0,0,1,1,£180pp for students,,0
2205,1074,120,Check In and Check Out,0.0,30.0,0.0,0,1,1,,,0
2206,1074,30,Tenancy Renewal,50.0,0.0,0.0,0,0,1,,,0
2208,1053,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2210,828,7,Guarantor Check,0.0,60.0,0.0,0,0,1,,,0
2212,828,10,Permitted Occupier,60.0,0.0,0.0,0,0,1,,,0
2213,828,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2209,828,92,Admin Fee,0.0,180.0,75.0,1,1,1,,,0
2214,828,60,Change of Occupancy,0.0,150.0,0.0,0,0,1,,,0
2216,1050,30,Tenancy Renewal,72.0,0.0,0.0,0,0,1,,,0
2187,1125,70,Check Out,120.0,0.0,0.0,0,0,1,,,0
2221,1080,207,Change of Occupancy (leaving tenant),90.0,0.0,0.0,0,0,1,,,0
2197,1087,70,Check Out,0.0,0.0,0.0,0,0,1,From £40 for single room to £265 for 8 bed property.,,1
2215,1050,341,Inventory Fee,72.0,0.0,0.0,0,1,1,Varies from £72 for unfurnished studio to £168 for furnished 4-bed (this figure average),,0
2224,1069,15,Tenancy Agreement,210.0,0.0,0.0,0,1,1,,,0
2226,1069,30,Tenancy Renewal,114.0,0.0,0.0,0,0,1,,,0
2227,1061,214,Set-up charge,0.0,300.0,150.0,2,1,,,,0
2926,689,7,Guarantor Check,0.0,70.0,0.0,0,0,1,,,0
2229,1061,73,Rent in Advance Administration,0.0,18.0,0.0,0,0,,Payable when full rental term is paid in advance. Not clear if per tenancy or per tenant,,0
2927,689,30,Tenancy Renewal,0.0,50.0,0.0,0,0,1,,,0
2231,1061,216,Abort charge,300.0,0.0,0.0,0,0,,Charged if tenant changes mind prior to moving in,,0
2207,1053,201,Agency Fee ,0.0,240.0,0.0,0,1,1,,,0
2233,1061,44,Early Termination,90.0,0.0,0.0,0,0,,"Plus ""landlord charges"" (unspecified)",,0
2235,1061,219,Aborted visit charge,48.0,0.0,0.0,0,0,,"""Cancellation of routine visit or maintenance callout without providing 24 hours' notice""",,0
2236,1054,201,Agency Fee ,0.0,198.0,0.0,0,1,1,,,0
2972,3393,92,Admin Fee,175.0,0.0,0.0,0,1,1,,,0
2973,3393,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,"For 12 months, or £60 for 6 months.",,0
2989,3401,343,Additional Tenant,60.0,0.0,0.0,0,0,1,,,0
2217,1080,210,Agency Fee,0.0,245.0,155.0,1,1,1,,,0
2237,1054,7,Guarantor fee,0.0,96.0,0.0,0,0,1,,,0
2218,1080,7,Guarantor fee (per guarantor),0.0,66.0,0.0,0,0,1,,,0
2223,1069,7,Guarantor fee (per guarantor),0.0,120.0,0.0,0,0,1,,,0
2232,1061,30,Extension/renewal,96.0,0.0,0.0,0,0,,,,0
2239,1054,247,Renewal fee (for 6 months),65.0,0.0,0.0,0,0,1,,,0
2191,1117,2,Referencing Fee,0.0,72.0,0.0,0,1,1,,,0
2200,1111,2,Referencing Fee,0.0,90.0,0.0,0,1,1,,,0
2222,1069,2,Referencing Fee,0.0,120.0,0.0,0,1,1,,,0
2574,2181,143,Pet Licence Fee,75.0,0.0,0.0,0,0,,,,0
2203,1111,60,Change of Tenancy,180.0,0.0,0.0,0,0,1,Charged to outgoing tenant,,0
325,1048,60,Change of Occupancy,225.0,0.0,0.0,0,0,1,,,0
2291,1077,11,Tenancy changes,180.0,0.0,0.0,0,0,,,,0
2241,1058,15,Tenancy Agreement,200.0,0.0,0.0,0,1,1,,,0
2296,1116,11,Tenancy changes,120.0,0.0,0.0,0,0,1,,,0
2243,1058,222,Tenancy extension,100.0,0.0,0.0,0,0,1,,,0
2292,1113,127,Inventory Fee ,200.0,0.0,0.0,0,0,1,Paid at end of tenancy,,0
2293,1113,223,Administration Fee,0.0,220.0,0.0,0,1,1,£200 for students,,0
2248,1089,15,Tenancy Agreement,300.0,0.0,0.0,0,1,,,,0
2884,3094,6,Inventory Report,41.67,0.0,0.0,0,0,0,Maximum charged,,0
2255,1066,70,Check Out,90.0,0.0,0.0,0,0,1,,,0
2264,1103,70,Check Out,81.0,0.0,0.0,0,1,,Varies from £60 for a studio to £120 for a 3+ bed property. ,,0
2253,1089,224,Agreement of guarantee,75.0,0.0,0.0,0,0,,Additional to guarantor fee if guarantor is needed. Not clear if per tenancy or per property.,,0
2269,1105,70,Check Out,90.0,0.0,0.0,0,1,1,"£90 for a one-bed, add £25 for each additional room",,0
2278,1115,70,Check Out,0.0,60.0,0.0,0,1,,,,0
2281,1085,70,Check Out,0.0,0.0,0.0,0,0,1,Ranges from £30 to £90 depending on size of property,,1
2258,1097,201,Agency Fee ,0.0,240.0,0.0,0,1,1,,,0
2259,1097,227,Guarantor fee (over 2 guarantors),0.0,60.0,0.0,0,0,1,"First two guarantors included in agency fee, guarantors 3+ charged at £60 each",,0
2303,1114,70,Check Out,75.0,0.0,0.0,0,1,1,This fee appears on one page but is not visible on the 'fees apply' pop-up,,0
2928,685,92,Admin Fee,240.0,120.0,0.0,0,1,1,,,0
2929,685,39,Check In,0.0,0.0,0.0,0,1,1,Price on Application,,1
2260,1103,15,Tenancy Agreement,96.0,0.0,0.0,0,1,,Not clearly specified if per tenant or per tenancy,,0
2930,685,7,Guarantor Check,0.0,150.0,0.0,0,0,1,,,0
2265,1105,228,Tenant application fee,0.0,90.0,0.0,0,1,1,,,0
2931,685,30,Tenancy Renewal,90.0,0.0,0.0,0,0,1,,,0
2267,1105,15,Tenancy Agreement,0.0,120.0,60.0,2,1,1,,,0
2268,1105,39,Check In,30.0,0.0,0.0,0,1,1,,,0
2932,685,12,Ongoing Reference,0.0,24.0,0.0,0,0,1,,,0
2975,3387,92,Admin Fee,240.0,0.0,60.0,1,1,1,,,0
2272,1121,92,Admin Fee,0.0,180.0,0.0,0,1,1,,,0
2976,3387,7,Guarantor Check,60.0,0.0,0.0,0,0,1,,,0
2977,3387,30,Tenancy Renewal,120.0,0.0,0.0,0,0,1,,,0
2275,1115,15,Tenancy Agreement,0.0,210.0,0.0,0,1,,"£300 for a single person, £210pp otherwise",,0
2978,3387,70,Check Out,120.0,0.0,0.0,0,0,1,,,0
2277,1115,230,Renewal fee (students),0.0,90.0,0.0,0,0,,,,0
2284,1085,232,End of Tenancy Referencing Fee,0.0,30.0,0.0,0,0,1,,,0
2287,1082,235,Referencing and guarantor (HMO/student),0.0,180.0,0.0,0,0,0,,,0
2288,1082,236,Tenant substitution,0.0,350.0,0.0,0,0,0,,,0
2289,1077,228,Tenant application fee,0.0,216.0,0.0,0,1,,,,0
2298,1116,232,End of Tenancy Referencing Fee,0.0,12.0,0.0,0,0,1,,,0
2247,1094,7,Guarantor fee (per guarantor),0.0,50.0,0.0,0,0,,,,0
2286,1082,234,Check Out (non-HMO),123.5,0.0,0.0,0,0,0,"Amount equal to 10% of monthly rent + VAT (per tenancy, not tenant)",,0
2251,1089,39,Check In,72.0,0.0,0.0,0,1,,"""Minimum of £72""",,0
2245,1058,120,Check In and Check Out,0.0,0.0,0.0,0,0,1,Between £85 and £160 (criteria for price levels not clear),,1
2285,1082,233,Referencing and Guarantor fee (non-HMO),427.5,0.0,0.0,0,1,0,"Amount equal to 1½x weekly rent + VAT (per tenancy, not tenant)",,0
2282,1085,30,Contract Renewal,60.0,0.0,0.0,0,0,1,,,0
2249,1089,92,Administration Fee,0.0,50.0,0.0,0,1,,,,0
2295,1116,92,Administration Fee,0.0,210.0,0.0,0,1,1,,,0
2252,1089,7,Guarantor fee (per guarantor),0.0,100.0,0.0,0,0,,,,0
2257,1066,7,Guarantor fee (per guarantor),0.0,90.0,0.0,0,0,1,,,0
2263,1103,7,Guarantor fee (per guarantor),0.0,42.0,0.0,0,0,,,,0
2290,1077,7,Guarantor fee (per guarantor),0.0,60.0,0.0,0,0,,,,0
2256,1066,30,Tenancy Renewal ,60.0,0.0,0.0,0,0,1,,,0
2261,1103,30,Tenancy Renewal ,42.0,0.0,0.0,0,0,,,,0
2274,1121,30,Tenancy Renewal ,60.0,0.0,0.0,0,0,1,,,0
2283,1085,30,Tenancy Renewal ,120.0,0.0,0.0,0,0,1,,,0
2297,1116,30,Tenancy Renewal ,48.0,0.0,0.0,0,0,1,,,0
2276,1115,30,Renewal fee,48.0,0.0,0.0,0,0,,,,0
2270,1105,30,Renewal fee,0.0,0.0,0.0,0,0,1,"""From £120""",,1
2240,1054,248,Renewal fee (for 12 months),95.0,0.0,0.0,0,0,1,,,0
2254,1066,2,Tenant Referencing,0.0,180.0,0.0,0,1,1,,,0
2242,1058,2,Referencing Fee,0.0,45.0,0.0,0,1,1,,,0
2250,1089,2,Referencing Fee,0.0,75.0,0.0,0,1,,,,0
2262,1103,2,Referencing Fee,0.0,42.0,0.0,0,1,,,,0
2271,1093,2,Referencing Fee,0.0,185.0,0.0,0,1,,,,0
2279,1085,2,Referencing Fee,0.0,180.0,0.0,0,1,1,,,0
2244,1058,60,Change of Tenancy,500.0,0.0,0.0,0,0,1,,,0
2304,1114,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2314,1110,6,Inventory Fee ,90.0,0.0,0.0,0,0,1,(If landlord requests professional inventory) Purplebricks can arrange for an inventory to be compiled at a cost of £90 inc. VAT for 1 to 3 bed properties and £120 inc. VAT for 4+ bed properties ,,0
2328,2108,15,Tenancy Set up,0.0,180.0,0.0,0,1,1,,,0
2338,2113,15,Tenancy Set up,150.0,0.0,0.0,0,1,1,,,0
2313,1110,239,Student referencing fee,0.0,72.0,0.0,0,0,1,Unclear if this is in addition to or instead of mandatory £118.80 referencing fee,,0
2873,3146,297,Agency Administration Fee,0.0,150.0,0.0,0,1,,,,0
2317,1051,39,Check In,0.0,30.0,0.0,0,1,,,,0
2322,1051,70,Check Out,90.0,0.0,0.0,0,0,,"£90 for one bed, add £24 for each extra room and £24 if property is furnished",,0
2320,1051,240,Change of tenancy (existing tenants),0.0,150.0,0.0,0,0,,,,0
2321,1051,241,Change of tenancy (new tenant),0.0,240.0,0.0,0,0,,,,0
2323,1106,228,Tenant application fee,0.0,180.0,0.0,0,1,1,,,0
2326,1106,70,Check Out,120.0,0.0,0.0,0,1,1,,,0
2325,1106,222,Tenancy extension,120.0,0.0,0.0,0,0,1,,,0
2339,2113,70,Check Out,100.0,0.0,0.0,0,1,1,,,0
2933,1053,12,Ongoing Reference,0.0,18.0,0.0,0,0,1,,,0
2979,3387,173,Saturday move in,60.0,0.0,0.0,0,0,1,,,0
2990,3401,7,Guarantor Check,50.0,0.0,0.0,0,0,1,,,0
2991,3401,30,Tenancy Renewal,60.0,0.0,0.0,0,0,1,,,0
2992,3401,70,Check Out,50.0,0.0,0.0,0,0,1,,,0
2349,2119,7,Guarantor fee,0.0,90.0,0.0,0,0,1,,,0
2334,2111,44,Early Termination,150.0,0.0,0.0,0,0,,,,0
2354,2118,64,Holding fee,0.0,200.0,0.0,0,1,,,,0
2341,2113,243,Change of Sharers,180.0,0.0,0.0,0,0,1,,,0
2342,2115,228,Tenant application fee,0.0,175.0,75.0,2,1,0,,,0
2344,2115,244,Inventory and check-out (optional),120.0,0.0,0.0,0,0,0,Ranges from £105+vat for studio to £160+vat for 3 beds. £120 is one bed.,,0
3027,3664,92,Admin Fee,0.0,125.0,75.0,-2,1,,Reimbursed if unsuccessful.,,0
2346,2116,44,Early Termination,100.0,0.0,0.0,0,0,1,Should tenant find a suitable replacement,,0
3028,3664,343,Additional Tenant,0.0,25.0,0.0,0,0,,,,0
2307,1102,238,Tenancy Set up,0.0,342.0,120.0,1,1,1,,,0
2309,1102,218,Tenancy amendment ,342.0,0.0,0.0,0,0,1,,,0
2350,2119,246,Lease preparation,90.0,0.0,0.0,0,1,1,,,0
2351,2119,247,Tenancy Renewal (six months),36.0,0.0,0.0,0,0,1,,,0
2352,2119,248,Tenancy Renewal (one year),60.0,0.0,0.0,0,0,1,,,0
2311,1102,70,Check Out,120.0,0.0,0.0,0,0,1,,,0
2355,2118,44,Early Termination,360.0,200.0,0.0,0,0,,,,0
2360,2121,250,Guarantor Land Registry Check,0.0,12.0,0.0,0,0,1,Presumably per guarantor,,0
2362,2122,201,Agency Fee ,0.0,186.0,0.0,0,1,1,"£300 for a single person, £186pp otherwise",,0
2365,2122,251,Renewal fee (for over 6 months),120.0,0.0,0.0,0,0,1,,,0
2366,2124,228,Tenant application fee,0.0,200.0,0.0,0,1,1,,,0
